x;y;clip;entropia;nombre;dominado;nrocorrida;ssim;id
2;23;94.9624049333555;7.98618219911029;1000_IM-0003-1001;N;21;0.553813181503453;8531
2;3;128;7.96902166400668;1000_IM-0003-1001;N;21;0.645809809509489;8532
2;129;1.83372630375209;7.36565291772035;1000_IM-0003-1001;S;21;0.891926550125787;8533
2;2;7.20442275615532;7.90965901598472;1000_IM-0003-1001;N;21;0.694423169770837;8534
2;8;64;7.98562392537181;1000_IM-0003-1001;N;21;0.605856204872044;8535
2;2;5.68937557110583;7.83894570648886;1000_IM-0003-1001;S;21;0.710336569993113;8536
3;2;98.51821119241;7.93671536544217;1000_IM-0003-1001;S;21;0.650731299590916;8537
2;256;1.93486105356018;7.35636069045838;1000_IM-0003-1001;S;21;0.894186848629033;8538
2;2;7.59820276555306;7.9116534110916;1000_IM-0003-1001;N;21;0.691857006018276;8539
2;10;2.29128405455453;7.5213612908904;1000_IM-0003-1001;N;21;0.860686551036241;8540
8;7;0.203356466851652;6.66120277026015;1000_IM-0003-1001;S;21;0.997182287384744;8541
2;10;2.68809209417007;7.62396597735705;1000_IM-0003-1001;S;21;0.827659223939125;8542
2;12;0;7.98592088168809;1000_IM-0003-1001;N;21;0.581581455418554;8543
2;10;3.21579468519896;7.72443930292362;1000_IM-0003-1001;S;21;0.789291471770878;8544
2;2;0.695390434053006;6.98790513885485;1000_IM-0003-1001;N;21;0.980978003745594;8545
7;2;0.0367691607946128;6.65474565490619;1000_IM-0003-1001;S;21;0.999525353526667;8546
2;4;128;7.97209801905558;1000_IM-0003-1001;N;21;0.64248797143906;8547
9;2;1.53693823112124;7.19552686772829;1000_IM-0003-1001;S;21;0.92962333758493;8548
2;2;71.7438450397054;7.90943591537923;1000_IM-0003-1001;S;29;0.684564241971412;8549
2;4;0;7.97209801905558;1000_IM-0003-1001;N;29;0.64248797143906;8550
2;184;0.406484616478537;6.89873595445162;1000_IM-0003-1001;N;29;0.989439944935909;8551
2;256;0.406484616478537;6.97134302724126;1000_IM-0003-1001;N;29;0.982894051090205;8552
2;2;9.13195018049754;7.90909596859034;1000_IM-0003-1001;S;29;0.685448620463388;8553
2;6;0.0830569504923773;6.6861154721162;1000_IM-0003-1001;N;29;0.999069262731026;8554
2;15;128;7.9857720524844;1000_IM-0003-1001;S;29;0.5720058897768;8555
2;256;2.78360189405984;7.51296256923298;1000_IM-0003-1001;S;29;0.823466543262326;8556
2;129;0.196768630660522;6.85305144372711;1000_IM-0003-1001;N;29;0.992706184265747;8557
2;7;0;7.9828511619824;1000_IM-0003-1001;N;29;0.61236061042438;8558
2;4;0.158015124488792;6.71831383631238;1000_IM-0003-1001;N;29;0.997929652037177;8559
2;13;2.92386738630827;7.65620028997482;1000_IM-0003-1001;S;29;0.810962484001767;8560
2;2;1.08710686322081;7.17950639961617;1000_IM-0003-1001;N;29;0.959100816073493;8561
2;24;0;7.98624303138085;1000_IM-0003-1001;N;29;0.548656042578864;8562
2;2;5.42125077579158;7.81180414352206;1000_IM-0003-1001;S;29;0.713961740888921;8563
2;16;0;7.98590266688878;1000_IM-0003-1001;S;29;0.567235791348139;8564
7;2;1.7364033847517;7.27706781736098;1000_IM-0003-1001;S;29;0.915199524767022;8565
3;2;0.245805098843718;6.7414874827522;1000_IM-0003-1001;S;29;0.996207370867547;8566
2;9;0;7.98490246593749;1000_IM-0003-1001;S;29;0.601272001966115;8567
8;2;2.21283572707723;7.37127938879453;1000_IM-0003-1001;S;29;0.882395390958454;8568
2;11;0.885486824717105;7.04445198482815;1000_IM-0003-1001;S;29;0.968602943660256;8569
2;5;0;7.97694065885707;1000_IM-0003-1001;N;29;0.635914858267615;8570
10;2;2.92599787903963;7.46359621637545;1000_IM-0003-1001;S;29;0.830863097501629;8571
2;3;0;7.96902166400668;1000_IM-0003-1001;N;29;0.645809809509489;8572
2;6;0;7.98106651170226;1000_IM-0003-1001;N;29;0.619182978244237;8573
5;2;0.868914346336304;7.00107200101207;1000_IM-0003-1001;S;29;0.972715624243182;8574
2;23;106.945000658803;7.98618219911029;1000_IM-0003-1001;N;28;0.553813181503453;8575
2;7;64;7.9828511619824;1000_IM-0003-1001;N;28;0.61236061042438;8576
2;129;2.18308532339687;7.40186880430049;1000_IM-0003-1001;S;28;0.878705136294369;8577
2;2;21.7413751498797;7.90943591537923;1000_IM-0003-1001;S;28;0.684564241971412;8578
2;22;64;7.98572044834361;1000_IM-0003-1001;S;28;0.554877044821553;8579
2;256;1.66688636644347;7.35636069045838;1000_IM-0003-1001;S;28;0.894186848629033;8580
2;6;128;7.98106651170226;1000_IM-0003-1001;N;28;0.619182978244237;8581
2;5;109.257418979321;7.97694065885707;1000_IM-0003-1001;N;28;0.635914858267615;8582
2;2;3.38705856302781;7.73876066886236;1000_IM-0003-1001;N;28;0.777772981499556;8583
3;2;64.1833677489026;7.93671536544217;1000_IM-0003-1001;S;28;0.650731299590916;8584
2;2;0.18336774890264;6.71925794100143;1000_IM-0003-1001;N;28;0.99744786539127;8585
2;256;0.25007864369158;6.97134302724126;1000_IM-0003-1001;N;28;0.982894051090205;8586
2;2;0.893911343572519;7.09243933551539;1000_IM-0003-1001;N;28;0.970835252306036;8587
5;2;0.902656727864027;7.01171748748243;1000_IM-0003-1001;S;28;0.971054798482398;8588
2;2;6.92945538904483;7.89043304226635;1000_IM-0003-1001;N;28;0.697106015991756;8589
2;2;4.25975122943923;7.81719324045233;1000_IM-0003-1001;N;28;0.739230970148081;8590
2;11;0;7.98567884008192;1000_IM-0003-1001;N;28;0.588747114486885;8591
2;8;0.727719842793817;6.98062256967783;1000_IM-0003-1001;S;28;0.977458175467268;8592
10;2;3.08123149223124;7.48909768630473;1000_IM-0003-1001;S;28;0.821342678506671;8593
2;9;0;7.98490246593749;1000_IM-0003-1001;S;28;0.601272001966115;8594
2;2;6.37927341822825;7.87559501262375;1000_IM-0003-1001;S;28;0.702833597010445;8595
2;2;128;7.90943591537923;1000_IM-0003-1001;S;26;0.684564241971412;8596
2;2;3.17083723241485;7.72954762797099;1000_IM-0003-1001;N;26;0.791408820533084;8597
131;2;0.285052454450835;6.77076318731475;1000_IM-0003-1001;S;26;0.989755614756947;8598
2;12;0;7.98592088168809;1000_IM-0003-1001;N;26;0.581581455418554;8599
2;9;128;7.98490246593749;1000_IM-0003-1001;S;26;0.601272001966115;8600
2;5;128;7.97694065885707;1000_IM-0003-1001;N;26;0.635914858267615;8601
2;2;4.46253359028128;7.81807414822981;1000_IM-0003-1001;N;26;0.732975698306314;8602
2;10;116.749602464387;7.98494600489086;1000_IM-0003-1001;S;26;0.595100941494401;8603
8;2;2.54676037910731;7.43540740239861;1000_IM-0003-1001;S;26;0.8590177512315;8604
2;8;2.63503257357529;7.61432523720779;1000_IM-0003-1001;S;26;0.833106496102678;8605
2;3;64;7.96902166400668;1000_IM-0003-1001;N;26;0.645809809509489;8606
2;18;3.98291996299151;7.79916082381933;1000_IM-0003-1001;S;26;0.741440674266554;8607
2;256;1.78955620381563;7.35636069045838;1000_IM-0003-1001;S;26;0.894186848629033;8608
2;7;0;7.9828511619824;1000_IM-0003-1001;N;26;0.61236061042438;8609
2;2;4.62411847371462;7.84023143064996;1000_IM-0003-1001;N;26;0.728812417825023;8610
2;11;64;7.98567884008192;1000_IM-0003-1001;N;26;0.588747114486885;8611
2;25;128;7.98669420134631;1000_IM-0003-1001;N;26;0.54831245062003;8612
28;4;0.00607367388637964;6.6582073971001;1000_IM-0003-1001;S;26;0.997550903626222;8613
2;2;0.761027468029572;7.03019324333667;1000_IM-0003-1001;N;26;0.977837126754308;8614
2;13;5.17628457957733;7.90100683254378;1000_IM-0003-1001;S;26;0.686509075638848;8615
2;11;0;7.98567884008192;1000_IM-0003-1001;N;27;0.588747114486885;8616
2;25;128;7.98669420134631;1000_IM-0003-1001;N;27;0.54831245062003;8617
2;10;128;7.98494600489086;1000_IM-0003-1001;S;27;0.595100941494401;8618
2;2;9.12348052077266;7.91105770316016;1000_IM-0003-1001;S;27;0.685484464060023;8619
2;2;0.447522649713108;6.86268520972797;1000_IM-0003-1001;N;27;0.990663941574241;8620
2;4;64;7.97209801905558;1000_IM-0003-1001;N;27;0.64248797143906;8621
2;256;4.54410493653261;7.78063013345825;1000_IM-0003-1001;S;27;0.710023263068228;8622
2;6;64;7.98106651170226;1000_IM-0003-1001;N;27;0.619182978244237;8623
2;23;128;7.98618219911029;1000_IM-0003-1001;N;27;0.553813181503453;8624
2;2;7.90615486804952;7.90733864623669;1000_IM-0003-1001;S;27;0.689494499762403;8625
2;2;3.71624512295666;7.76214954034253;1000_IM-0003-1001;S;27;0.760874999298418;8626
2;2;6.05740935418928;7.8754171854138;1000_IM-0003-1001;S;27;0.706214336520647;8627
2;9;34.6331398545872;7.98490246593749;1000_IM-0003-1001;S;27;0.601272001966115;8628
2;12;0;7.98592088168809;1000_IM-0003-1001;N;27;0.581581455418554;8629
2;2;1.17910745962875;7.23131422449284;1000_IM-0003-1001;N;27;0.95322730699375;8630
2;3;0;7.96902166400668;1000_IM-0003-1001;N;27;0.645809809509489;8631
2;2;7.25690018310326;7.90541727178953;1000_IM-0003-1001;S;27;0.694267863075369;8632
4;4;0.816105723136928;6.86424429266471;1000_IM-0003-1001;S;27;0.973876999656055;8633
2;2;0;7.90943591537923;1000_IM-0003-1001;S;24;0.684564241971412;8634
2;163;4.20455379007421;7.74285331059775;1000_IM-0003-1001;S;24;0.732938729107189;8635
2;2;9.53415655245549;7.90791185616156;1000_IM-0003-1001;S;24;0.684904796031286;8636
2;25;21.3496990343227;7.98599635797307;1000_IM-0003-1001;S;24;0.548906455106053;8637
2;256;2.95550173685843;7.51296256923298;1000_IM-0003-1001;S;24;0.823466543262326;8638
2;129;4.41772328605396;7.78382366172956;1000_IM-0003-1001;S;24;0.715021240330549;8639
2;25;0;7.98669420134631;1000_IM-0003-1001;N;24;0.54831245062003;8640
2;16;0;7.98590266688878;1000_IM-0003-1001;S;24;0.567235791348139;8641
2;2;2.87036944776162;7.6693324153025;1000_IM-0003-1001;N;24;0.814500142788091;8642
9;2;2.81636244581762;7.47037667909626;1000_IM-0003-1001;S;24;0.8374365987439;8643
3;2;128;7.93671536544217;1000_IM-0003-1001;S;24;0.650731299590916;8644
2;5;64;7.97694065885707;1000_IM-0003-1001;N;24;0.635914858267615;8645
2;6;128;7.98106651170226;1000_IM-0003-1001;N;24;0.619182978244237;8646
2;3;128;7.96902166400668;1000_IM-0003-1001;N;24;0.645809809509489;8647
4;5;0.521338204362351;6.75304219773688;1000_IM-0003-1001;S;24;0.988026428311759;8648
2;129;0.924515724175535;7.08230641989251;1000_IM-0003-1001;S;24;0.967080118959973;8649
3;2;0.795160381956336;6.98518501576015;1000_IM-0003-1001;S;24;0.97639348546643;8650
2;8;0;7.98562392537181;1000_IM-0003-1001;N;24;0.605856204872044;8651
2;7;0;7.9828511619824;1000_IM-0003-1001;N;24;0.61236061042438;8652
2;2;1.1430388663219;7.2202820550104;1000_IM-0003-1001;N;24;0.955524287132833;8653
2;2;8.88393151813679;7.91262463732857;1000_IM-0003-1001;S;22;0.685663803941236;8654
2;11;23.3563730418988;7.98567884008192;1000_IM-0003-1001;N;22;0.588747114486885;8655
2;12;128;7.98592088168809;1000_IM-0003-1001;N;22;0.581581455418554;8656
2;205;1.88592412483902;7.30855301005948;1000_IM-0003-1001;S;22;0.896267183023529;8657
2;2;7.18270537640123;7.90658852355024;1000_IM-0003-1001;N;22;0.694897537105228;8658
2;27;4.39372397781496;7.82406783164219;1000_IM-0003-1001;S;22;0.719711362063931;8659
2;58;1.92217717297358;7.38569883258313;1000_IM-0003-1001;S;22;0.892311749761948;8660
2;25;0;7.98669420134631;1000_IM-0003-1001;N;22;0.54831245062003;8661
2;2;1.24776018909782;7.2479308254839;1000_IM-0003-1001;N;22;0.948546660501355;8662
2;256;3.48119054086055;7.65432184494858;1000_IM-0003-1001;S;22;0.772003027098552;8663
2;6;0;7.98106651170226;1000_IM-0003-1001;N;22;0.619182978244237;8664
2;8;0;7.98562392537181;1000_IM-0003-1001;N;22;0.605856204872044;8665
2;4;0;7.97209801905558;1000_IM-0003-1001;N;22;0.64248797143906;8666
10;2;2.80350859659383;7.44584507808417;1000_IM-0003-1001;S;22;0.839656237996398;8667
157;2;1.00096449457628;6.92486473944948;1000_IM-0003-1001;S;22;0.966039071721473;8668
2;7;0;7.9828511619824;1000_IM-0003-1001;N;22;0.61236061042438;8669
2;129;0.551080379590474;6.84802138303917;1000_IM-0003-1001;S;22;0.983487207406702;8670
15;2;1.099354480618;7.03114464922361;1000_IM-0003-1001;S;22;0.95758176546317;8671
12;2;3.24958267616525;7.48902484791222;1000_IM-0003-1001;S;22;0.809868941184294;8672
2;15;5.82467582543756;7.92680632515195;1000_IM-0003-1001;N;22;0.664364560985492;8673
2;3;128;7.96902166400668;1000_IM-0003-1001;N;22;0.645809809509489;8674
26;2;0.820041127635697;6.91938699295844;1000_IM-0003-1001;S;22;0.972722263803007;8675
3;75;2.20797865933296;7.33803255363819;1000_IM-0003-1001;S;23;0.870339330662645;8676
2;256;1.06514462374484;7.05082835477668;1000_IM-0003-1001;S;23;0.951501067515869;8677
2;7;0;7.9828511619824;1000_IM-0003-1001;N;23;0.61236061042438;8678
2;179;2.43905847036317;7.46844093631492;1000_IM-0003-1001;S;23;0.852392947239703;8679
2;105;2.81577846958285;7.54713191069669;1000_IM-0003-1001;S;23;0.827874234752903;8680
2;6;0;7.98106651170226;1000_IM-0003-1001;N;23;0.619182978244237;8681
3;2;76.2361333721011;7.93671536544217;1000_IM-0003-1001;S;23;0.650731299590916;8682
2;2;3.22132284483747;7.72929687110743;1000_IM-0003-1001;S;23;0.788112913370778;8683
2;2;5.97779277958207;7.87027754216115;1000_IM-0003-1001;N;23;0.706935285287424;8684
11;2;0.768871298539075;6.90335679246305;1000_IM-0003-1001;S;23;0.976474637329841;8685
9;2;2.5573322772519;7.4221760983105;1000_IM-0003-1001;S;23;0.856006152989814;8686
2;3;125.964903013618;7.96902166400668;1000_IM-0003-1001;N;23;0.645809809509489;8687
2;12;0;7.98592088168809;1000_IM-0003-1001;N;23;0.581581455418554;8688
2;8;0;7.98562392537181;1000_IM-0003-1001;N;23;0.605856204872044;8689
2;2;9.63542573923303;7.90944416780142;1000_IM-0003-1001;S;23;0.684720824501943;8690
312;2;0.178800476328448;6.698367167291;1000_IM-0003-1001;S;23;0.982496657893091;8691
2;24;64;7.98624303138085;1000_IM-0003-1001;N;23;0.548656042578864;8692
2;14;5.57351616472084;7.92172050007818;1000_IM-0003-1001;N;23;0.672009637314775;8693
2;25;128;7.98669420134631;1000_IM-0003-1001;N;23;0.54831245062003;8694
19;16;0.0394094756866536;6.6570095602784;1000_IM-0003-1001;S;23;0.995651395986967;8695
2;25;0;7.98669420134631;1000_IM-0003-1001;N;30;0.54831245062003;8696
2;2;1.74610281833447;7.43127438432764;1000_IM-0003-1001;N;30;0.910589189176113;8697
2;2;0;7.90943591537923;1000_IM-0003-1001;S;30;0.684564241971412;8698
2;18;8.16089896657975;7.96270678847318;1000_IM-0003-1001;S;30;0.613312300536517;8699
2;24;0;7.98624303138085;1000_IM-0003-1001;N;30;0.548656042578864;8700
2;3;2.64127233098912;7.66289418190265;1000_IM-0003-1001;N;30;0.830880005777148;8701
2;16;7.12866062210992;7.95148973442515;1000_IM-0003-1001;S;30;0.63277518438479;8702
2;2;2.03025530819605;7.48999494063075;1000_IM-0003-1001;N;30;0.887106299078695;8703
2;9;0;7.98490246593749;1000_IM-0003-1001;S;30;0.601272001966115;8704
2;12;0;7.98592088168809;1000_IM-0003-1001;N;30;0.581581455418554;8705
3;2;0;7.93671536544217;1000_IM-0003-1001;S;30;0.650731299590916;8706
8;7;0.587497418969257;6.68750488883607;1000_IM-0003-1001;S;30;0.985290456843079;8707
2;16;6.40030538363885;7.93735406537006;1000_IM-0003-1001;S;30;0.648839302715761;8708
2;2;1.01122870660566;7.1521616679579;1000_IM-0003-1001;N;30;0.963843099111751;8709
2;10;3.56468852504688;7.77939181146706;1000_IM-0003-1001;N;30;0.765755027597501;8710
3;2;0.0773669080364243;6.66505337506526;1000_IM-0003-1001;S;30;0.999107780077536;8711
2;9;2.51623285863903;7.5758404788565;1000_IM-0003-1001;N;30;0.843167617584232;8712
3;3;0.733768630633257;6.88915595088333;1000_IM-0003-1001;S;30;0.978358023965624;8713
2;12;0;7.98592088168809;1000_IM-0003-1001;N;25;0.581581455418554;8714
2;2;8.98104389776015;7.91073856610115;1000_IM-0003-1001;S;25;0.685595643732972;8715
2;11;128;7.98567884008192;1000_IM-0003-1001;N;25;0.588747114486885;8716
2;2;4.70802498260475;7.84165159937438;1000_IM-0003-1001;S;25;0.72685365989095;8717
2;7;64;7.9828511619824;1000_IM-0003-1001;N;25;0.61236061042438;8718
7;7;2.1175486022912;7.24227273729309;1000_IM-0003-1001;S;25;0.878007472679317;8719
2;4;0;7.97209801905558;1000_IM-0003-1001;N;25;0.64248797143906;8720
2;23;128;7.98618219911029;1000_IM-0003-1001;N;25;0.553813181503453;8721
2;14;4.16216982756251;7.83826686543426;1000_IM-0003-1001;N;25;0.730754591492512;8722
2;25;0;7.98669420134631;1000_IM-0003-1001;N;25;0.54831245062003;8723
312;2;2.13687827927063;7.2438078604048;1000_IM-0003-1001;S;25;0.855417190370365;8724
2;8;128;7.98562392537181;1000_IM-0003-1001;N;25;0.605856204872044;8725
2;2;6.34681678337904;7.87662802461571;1000_IM-0003-1001;S;25;0.703065595078955;8726
14;12;1.12968294489806;6.70195868427653;1000_IM-0003-1001;S;25;0.956593657101994;8727
9;2;2.59383874145179;7.42719109202956;1000_IM-0003-1001;S;25;0.854363143263095;8728
2;10;6.32815957698969;7.94547882830793;1000_IM-0003-1001;N;25;0.662015899377692;8729
2;2;8.56440614509752;7.90256475121387;1000_IM-0003-1001;S;25;0.68654498289195;8730
6;2;1.41826229958237;7.18945322294477;1000_IM-0003-1001;S;25;0.939506830930417;8731
2;2;3.57667320595893;7.75234472756851;1000_IM-0003-1001;N;25;0.767494596766599;8732
4;3;3.9670414493772;7.76402348712218;1000_IM-0003-1001;S;25;0.754582659127407;8733
2;2;3.43722083670512;7.75057962912674;1000_IM-0003-1001;N;25;0.774549308721945;8734
2;15;4.82754382808259;7.88403421993847;1000_IM-0003-1001;S;25;0.699297955281882;8735
